username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
FLUFFYT4E;2017-12-07 02:59;2;1;"misiaczek do tulenia xjksks pic.twitter.com/BhbRu5Ob2M";;;;"938679386135515137";https://twitter.com/FLUFFYT4E/status/938679386135515137;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-06 13:24;0;0;"czy ja sie właśnie popłakałam https:// twitter.com/nalaliloops/st atus/938339473955348480 …";;;;"938474255557234691";https://twitter.com/FLUFFYT4E/status/938474255557234691;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-06 12:05;0;0;"(chociaz tak jest)";;;;"938454435637886977";https://twitter.com/FLUFFYT4E/status/938454435637886977;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-06 12:05;0;0;"chyba pójde na drugie konto, bo jeszcze moi mutualsi pomyślą, że o jakiś grzybach piszeX DDD";;;;"938454379430137857";https://twitter.com/FLUFFYT4E/status/938454379430137857;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-06 12:04;0;0;"stop coXDDDDD jaki mój tfu chciałabyś natalko -_-";;;;"938454148479102977";https://twitter.com/FLUFFYT4E/status/938454148479102977;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-06 12:04;0;0;"mój muchomorek dzisiaj pieknie wyglądał, jak ja ją zobaczyłam to myślałam, że zejdę na zawał";;;;"938453996913807366";https://twitter.com/FLUFFYT4E/status/938453996913807366;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-06 12:02;0;0;"**** *** ** ******* ***** **";;;;"938453535565500416";https://twitter.com/FLUFFYT4E/status/938453535565500416;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-06 12:00;0;0;"kocham sehunka";;;;"938453014670700544";https://twitter.com/FLUFFYT4E/status/938453014670700544;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-06 09:36;0;0;"nareszcie wróciłam do domku";;;;"938416781579964416";https://twitter.com/FLUFFYT4E/status/938416781579964416;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 17:09;0;0;"przez sehuna ostatnio mam kryzysy z moją bias listą a zwłaszcza z ultami . . .";;;;"938168527172919296";https://twitter.com/FLUFFYT4E/status/938168527172919296;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 16:04;0;1;"dokładnie:( ten człowiek ma ogromny talent i tak sie ciesze jak inni go doceniają";;;;"938152065502728194";https://twitter.com/FLUFFYT4E/status/938152065502728194;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 15:53;0;0;"a jejku ciesze sie, że tak uważasz i że doceniasz to słoneczko:-(";;;;"938149319454199809";https://twitter.com/FLUFFYT4E/status/938149319454199809;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 15:47;0;0;"puśćcie to na moim pogrzebie, dziękuje https:// twitter.com/milkysehun412/ status/938126123929567232 …";;;;"938147852588634112";https://twitter.com/FLUFFYT4E/status/938147852588634112;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 15:46;0;1;"ale i tak jestem dumna, bo jego rap jest na coraz wyższym poziomie";;;;"938147707591495686";https://twitter.com/FLUFFYT4E/status/938147707591495686;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 15:44;0;0;"i jejku bylo mi tak przykro, bo prawie nie pokazywali go w tym mv:-(";;;;"938146964239192064";https://twitter.com/FLUFFYT4E/status/938146964239192064;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 15:43;0;0;"byłam strasznie niespokojna dopóki nie zobaczyłam partii sehunka";;;;"938146775583649792";https://twitter.com/FLUFFYT4E/status/938146775583649792;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 14:52;0;0;"włożyłam ją sobie do case'a i nie moge przestać sie nią zachwycać";;;;"938133986165035010";https://twitter.com/FLUFFYT4E/status/938133986165035010;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 14:50;0;0;"to ja przysięgamXD https:// twitter.com/artficialsehun /status/938127745921536000 …";;;;"938133597109805056";https://twitter.com/FLUFFYT4E/status/938133597109805056;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 14:49;0;0;"ta karta jest piękna jdks";;;;"938133222726258689";https://twitter.com/FLUFFYT4E/status/938133222726258689;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 14:48;0;0;"DOSZŁY MI DZISIAJ ALBUMY I ZGADNIJCIE KTO MA KARTE MARKA";;;;"938132935902982144";https://twitter.com/FLUFFYT4E/status/938132935902982144;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 14:47;0;1;"sehun jest przepiękny #Electric_Kiss";;;#Electric_Kiss;"938132815341907968";https://twitter.com/FLUFFYT4E/status/938132815341907968;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 14:47;0;0;"kocham ten koncept #Electric_Kiss";;;#Electric_Kiss;"938132688325705728";https://twitter.com/FLUFFYT4E/status/938132688325705728;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 14:46;0;0;"EXO JSKSKXJSJNS";;;;"938132506238480384";https://twitter.com/FLUFFYT4E/status/938132506238480384;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 12:44;2;2;"miało nie być eliminacji, a już wywalili felixa i minho;-) ja pierdole";;;;"938101723884933120";https://twitter.com/FLUFFYT4E/status/938101723884933120;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 12:41;0;0;"@jyp nienawidze was i nie mam już do was ani troche szacunku";;@jyp;;"938101032487473152";https://twitter.com/FLUFFYT4E/status/938101032487473152;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 12:37;1;3;"popłakałam sie, on na to nie zasłużył #BringFelixBack";;;#BringFelixBack;"938099951946620928";https://twitter.com/FLUFFYT4E/status/938099951946620928;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 12:29;0;0;"nic nie widzisz";;;;"938098107895681024";https://twitter.com/FLUFFYT4E/status/938098107895681024;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 12:29;0;0;"joshua twój wrecker";;;;"938098051310333952";https://twitter.com/FLUFFYT4E/status/938098051310333952;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 11:51;0;1;"widze widze";;;;"938088561164869634";https://twitter.com/FLUFFYT4E/status/938088561164869634;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 10:49;0;0;"to było wtedy kiedy n sie do mnie odezwałaXD https:// twitter.com/fluffyt4e/stat us/937970108550574082 …";;;;"938072898115461121";https://twitter.com/FLUFFYT4E/status/938072898115461121;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 10:48;0;0;"awh jak uroczo jdks";;;;"938072592996536321";https://twitter.com/FLUFFYT4E/status/938072592996536321;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 07:23;0;1;"@hansoliiee https:// twitter.com/hvcarchive/sta tus/938020152670674944 …";;@hansoliiee;;"938020941543739392";https://twitter.com/FLUFFYT4E/status/938020941543739392;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 04:01;0;0;"kurea jdksks";;;;"937970108550574082";https://twitter.com/FLUFFYT4E/status/937970108550574082;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-05 03:45;0;0;"specjalnie przyszłam na tą godzine i weszłam innym wejściem, żeby sie spotkać jeszcze z gabrysią, ale ona sie ze mną przywitała i odeszła gadać z kimś innym;-)";;;;"937966239921696768";https://twitter.com/FLUFFYT4E/status/937966239921696768;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 19:01;0;1;"0101 uśmiech sehuna";;;;"937834399038570496";https://twitter.com/FLUFFYT4E/status/937834399038570496;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 18:55;2;0;"kocham sehunka bardzo mocno. niech sie moje słońce wyśpi i nabierze energii na jutrzejszy dzień";;;;"937832748689035265";https://twitter.com/FLUFFYT4E/status/937832748689035265;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 17:16;0;0;"dziekuje bardzo!! https:// twitter.com/lucoxzayn/stat us/937807265679183872 …";;;;"937807747738894336";https://twitter.com/FLUFFYT4E/status/937807747738894336;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 17:12;0;1;"dziekuje, również słodkich snów życzę!!";;;;"937806876246511616";https://twitter.com/FLUFFYT4E/status/937806876246511616;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 17:11;0;0;"oglądam jak mark składa kostkę rubika, i love him";;;;"937806561417842688";https://twitter.com/FLUFFYT4E/status/937806561417842688;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 17:09;0;0;"kocham ciebie,,, https:// twitter.com/got7official/s tatus/936973308980895744 …";;;;"937806039801630722";https://twitter.com/FLUFFYT4E/status/937806039801630722;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 17:08;0;0;"weź ty spierdalaj ktoś ci pozwolił urodzić sie tak pieknym https:// twitter.com/got7official/s tatus/937335683059814400 …";;;;"937805862919393281";https://twitter.com/FLUFFYT4E/status/937805862919393281;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 17:08;0;1;"piękny https:// twitter.com/got7official/s tatus/937698072640962561 …";;;;"937805735471271937";https://twitter.com/FLUFFYT4E/status/937805735471271937;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 17:05;0;0;"@FLUFFYT4E https:// twitter.com/cutiexmochi/st atus/937755398156836864 …";;@FLUFFYT4E;;"937805152576266240";https://twitter.com/FLUFFYT4E/status/937805152576266240;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 17:04;0;0;"lisa to taka kruszynka, że tylko ją wsiąść na kolanka i tulić";;;;"937804787915030529";https://twitter.com/FLUFFYT4E/status/937804787915030529;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 15:45;1;1;"@spnxley dziekuje ♡ pic.twitter.com/ZJyLfyxu5j";;@spnxley;;"937784886966013954";https://twitter.com/FLUFFYT4E/status/937784886966013954;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 15:42;0;0;"bo ty niczego nie zauważasz ;-;";;;;"937784285389557760";https://twitter.com/FLUFFYT4E/status/937784285389557760;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 15:39;0;0;"nie ma żadnego problemu i on jest beznadziejny .";;;;"937783463977148417";https://twitter.com/FLUFFYT4E/status/937783463977148417;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 15:25;0;0;"on jest beznadziejny";;;;"937779939356618752";https://twitter.com/FLUFFYT4E/status/937779939356618752;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 14:47;1;1;"@purebangtan wszystkiego najlepszego !!! dużo szczęścia i radości. pamiętaj, że taehyung cie kocha ♡ pic.twitter.com/TIlZVjRFuv";;@purebangtan;;"937770346001952768";https://twitter.com/FLUFFYT4E/status/937770346001952768;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 12:02;0;0;"znowu mi przykro nwm . . .";;;;"937728821243056128";https://twitter.com/FLUFFYT4E/status/937728821243056128;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 10:16;0;0;"jasne x";;;;"937702051739512835";https://twitter.com/FLUFFYT4E/status/937702051739512835;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 06:02;0;0;"wszystkiego najlepszego moja ******** ********!! uśmiechaj sie jak najwiecej, żeby świat wiedział o twoim pięknym uśmiechu. nie zmieniaj sie. spędź ten dzień jak najlepiej potrafisz!! wszystkiego najlepszego jeszcze raz doyeon ♡ #HappyDoyeonDay pic.twitter.com/tlEXTPPTjG";;;#HappyDoyeonDay;"937638151375458304";https://twitter.com/FLUFFYT4E/status/937638151375458304;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
FLUFFYT4E;2017-12-04 05:55;0;0;"kochusiam cie mocno seokjinie:-( dziekuje za wszystko co dla nas zrobiłeś. jedz dużo!! wszystkiego najlepszego pic.twitter.com/IMTZH2F3bj";;;;"937636508919586822";https://twitter.com/FLUFFYT4E/status/937636508919586822;;꒰ᵗᵃᵉᵏᵒᵒᵏ ; ˡⁱˢᵒᵒ ; ᵐᵃʳᵏˢᵒⁿ ; ᵏⁱᵐⁱⁿ ; ᵍ ⁺ ʰᵛᶜ꒱,None,
