username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink;place_full_name;location;timezone;profile_location_name
Orrdtty;2017-12-05 09:39;2;3;"• يالبى من هو يضمگ وأنت ب/ الحييـل ضآيق يششدگ ع صدره ويقول؛ هووونـها علشــآني";;;;"938055301105963008";https://twitter.com/Orrdtty/status/938055301105963008;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-05 09:34;1;3;"لا تهتم لكل شيء يوجعك ... دع تلك الأوجاع تموت بقلة إهتمامك بها !";;;;"938053966495088640";https://twitter.com/Orrdtty/status/938053966495088640;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-04 19:08;0;4;"أمي : كُل دُعائي أن لاتحزن عيناكِ فكل مايؤذيك يؤذيني،";;;;"937835912683286528";https://twitter.com/Orrdtty/status/937835912683286528;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-04 18:59;0;2;"pic.twitter.com/nIslVkKqb0";;;;"937833765367369728";https://twitter.com/Orrdtty/status/937833765367369728;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-04 18:53;0;0;"طريقها يخوف";;;;"937832188816523265";https://twitter.com/Orrdtty/status/937832188816523265;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-04 16:17;0;3;"_ حــروف بسيطــة مــن البعـض قــد تغيــر مــن مــلامحنــا pic.twitter.com/Kg7fh4dciA";;;;"937793058304921602";https://twitter.com/Orrdtty/status/937793058304921602;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-04 14:19;0;1;"pic.twitter.com/5pjlPmL4JY";;;;"937763332479741952";https://twitter.com/Orrdtty/status/937763332479741952;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-04 14:16;0;5;"pic.twitter.com/5hKMGBqkOW";;;;"937762633599606784";https://twitter.com/Orrdtty/status/937762633599606784;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-04 12:10;0;2;"يقول اخاف اذا ( عطيتك ) غرامي تذبحني الغيره وانا غيرتي ، فـرض . واقول أنا لا عطيت شخص اهتمامي أشوفه لحاله على ( كوكب ) الارض ! ⁧ #مساءالحب ⁩ pic.twitter.com/u92AUNvGyb";;;#;"937730822127439873";https://twitter.com/Orrdtty/status/937730822127439873;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-04 10:45;0;1;"ههههههههههه حلوة..";;;;"937709494833958912";https://twitter.com/Orrdtty/status/937709494833958912;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 13:12;1;0;"ههههههههههه";;;;"937384164965351424";https://twitter.com/Orrdtty/status/937384164965351424;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 13:09;0;4;"لاتحاول ان تكون انسان لايخطئ فهذا مستحيل ،، بل كن إنسان يتعلم من أخطائه .! فهذا عظيم.";;;;"937383333201408006";https://twitter.com/Orrdtty/status/937383333201408006;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 13:05;0;1;"اللهم انصرهم و حفظهم يارب العالمين ..";;;;"937382215977226240";https://twitter.com/Orrdtty/status/937382215977226240;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 12:26;0;0;"ههههههههه";;;;"937372432226242561";https://twitter.com/Orrdtty/status/937372432226242561;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 12:23;0;0;"لا طبعا";;;;"937371796906659842";https://twitter.com/Orrdtty/status/937371796906659842;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 12:19;0;1;"هههههههههه";;;;"937370634006552578";https://twitter.com/Orrdtty/status/937370634006552578;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 12:18;0;3;"آللقآءآت آلمفآجئة آلعفوية أنآقتهآ أكثر من تلك آلتي نستعد لها";;;;"937370377390608385";https://twitter.com/Orrdtty/status/937370377390608385;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 08:14;0;1;"هههههههههه";;;;"937309115109474305";https://twitter.com/Orrdtty/status/937309115109474305;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 08:10;2;4;"-لآ تحزن عندمآ يهجرك أو يتغير عليك آلبعض ، ربمآ هي دعوتك ذات ليلة ، واصرف عنّي شر مآ قضيت....";;;;"937308150583177216";https://twitter.com/Orrdtty/status/937308150583177216;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 08:01;0;0;"اللهم آمين ..";;;;"937305886594387968";https://twitter.com/Orrdtty/status/937305886594387968;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-03 08:00;1;3;"pic.twitter.com/BWnOKLz4KD";;;;"937305609556451333";https://twitter.com/Orrdtty/status/937305609556451333;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 18:41;1;0;"فعلا احسنت...";;;;"937104442700324865";https://twitter.com/Orrdtty/status/937104442700324865;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 18:36;1;0;"pic.twitter.com/DOMcTafoe3";;;;"937103211135107074";https://twitter.com/Orrdtty/status/937103211135107074;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 18:12;1;1;"ليتك تجي مع جيّت الغيم واقول قرّت عيون السما وقرّت عيوني pic.twitter.com/FPNBSJegmi";;;;"937097068635713538";https://twitter.com/Orrdtty/status/937097068635713538;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 17:59;1;2;"ۆلأن الله لايــخـيَب عــبْداتٌــفَآئـل به خـيَرا يَــآرب فَــرحه لا تٌـسعنا آلأرض من شُدِتها";;;;"937094002217750529";https://twitter.com/Orrdtty/status/937094002217750529;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 17:51;0;1;"إذا كانت الصوره تفعل مالا يُفعل كيف يالله إن تلاقت الأعين وتعانقت الأيدي؟.";;;;"937091823268442113";https://twitter.com/Orrdtty/status/937091823268442113;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 17:44;1;0;"ههههههههههه حلووووة";;;;"937090173745160194";https://twitter.com/Orrdtty/status/937090173745160194;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 17:44;0;1;"ياليتني جارك ويطل بابي على بابك.. واغازل بك نجوم الليل وأناجي بالهوى دارك pic.twitter.com/94PigGZbnm";;;;"937090044732592133";https://twitter.com/Orrdtty/status/937090044732592133;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 17:41;0;1;"↓˓❁⸀ء أحبُك قدّ الراحِه الليّ احسّها بقربك " "ء ﴿ ❋ ء﴾ ┋";;;;"937089323345825793";https://twitter.com/Orrdtty/status/937089323345825793;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 17:40;0;2;"تبقى وليف القلب لو صار مَ صـار وتبقئ نظير العين ،"";;;;"937089056198012928";https://twitter.com/Orrdtty/status/937089056198012928;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 17:35;0;1;"حاولت اوصف غلاگ وضاعت علومي ، وعُرفت إن الغلا لا زاد ما يوصفونـه";;;;"937087790688423936";https://twitter.com/Orrdtty/status/937087790688423936;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 17:29;2;3;"وينك ؟! تبي اصنع من حروفي مراكب . تبحر وَلـَه وتصافح .. ايدينك ..";;;;"937086360804093952";https://twitter.com/Orrdtty/status/937086360804093952;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 16:58;0;0;"ما عرفت احد";;;;"937078475193831425";https://twitter.com/Orrdtty/status/937078475193831425;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 16:37;0;1;"ههههههههههه لاحول";;;;"937073239918039041";https://twitter.com/Orrdtty/status/937073239918039041;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 16:35;0;3;"فما دليل الحب؟ أن أملك ألف سبب للرحيل ولا أرحل pic.twitter.com/XvjJlNAGXp";;;;"937072778775289856";https://twitter.com/Orrdtty/status/937072778775289856;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 16:35;1;1;"اعشق كونى لك وحدك اتربع على عرش قلبك اتراقص داخل اعماقك انت لى وانا لك pic.twitter.com/QVYSGH1B05";;;;"937072634105421824";https://twitter.com/Orrdtty/status/937072634105421824;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 14:13;1;3;"- آمنت بأن لا شعور يريح كثر شعور النفس إذا طابت .";;;;"937037038024560642";https://twitter.com/Orrdtty/status/937037038024560642;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 09:58;0;2;"استمر فى دُعائك ؛ فرُبما تُساق لك البُشرى قريباً ، فتُغير مجرى حياتك من حيث لا تحتسب pic.twitter.com/vsPcEoyJ6S";;;;"936972900455931907";https://twitter.com/Orrdtty/status/936972900455931907;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 09:40;0;3;". خلـف الاهتمام تختبئ كل معاني الــــحب ليــس كــــل من قال أحـــبــك يـهـتم لأمرك بل كـــــل مهتم بك ثق تماماََ بأنــــه يحبـــــك .. .";;;;"936968206882869248";https://twitter.com/Orrdtty/status/936968206882869248;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 09:36;0;1;"هههههههههههه";;;;"936967212728012801";https://twitter.com/Orrdtty/status/936967212728012801;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 09:26;1;1;"آمين يارب وياك";;;;"936964712771842049";https://twitter.com/Orrdtty/status/936964712771842049;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 09:23;1;0;"";;;;"936963934812364800";https://twitter.com/Orrdtty/status/936963934812364800;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 07:37;0;3;"• نضحڪ ونمزح وڪلٍ داخلـهہ عبـرهہ يا وقـت لا تغـرڪ ڪثـرة حڪاوينـا. ء ♩❋ ء.";;;;"936937443789549568";https://twitter.com/Orrdtty/status/936937443789549568;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 07:10;0;4;"أغلب البشر يتجادلون للإستفزاز وليس للإقناع!!";;;;"936930584655310848";https://twitter.com/Orrdtty/status/936930584655310848;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 07:06;0;2;"رافق أولئك الأصدقاء.. الذين يدخلون حب الحياة داخل روحك، من يثبتون لك أنك تستطيع الوقوف في كل مرّة تتعثر، من يأخذون بيدك نحو النجاة دائمًا.";;;;"936929655516303361";https://twitter.com/Orrdtty/status/936929655516303361;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 07:02;0;0;"وااااة مجانين ..";;;;"936928620966158339";https://twitter.com/Orrdtty/status/936928620966158339;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 07:01;0;0;"هههههههههههههه";;;;"936928243151540225";https://twitter.com/Orrdtty/status/936928243151540225;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 06:56;0;0;"الله يجعلني من الناس لي ما ترد على سفهاء ..";;;;"936927112425979904";https://twitter.com/Orrdtty/status/936927112425979904;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 05:50;0;1;"صباح الخير للذين يشربون القهوة سادة و حديثهم سكر . pic.twitter.com/C9oSnu46Nt";;;;"936910517695737856";https://twitter.com/Orrdtty/status/936910517695737856;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-02 05:50;0;3;"بعض الأشخآص لهم مكآنه في القلب لأنهم لامسوآ أرواحُنآ بلطف تعآملهم وتركوآ فينآ أثرٌ جميل لآ يمحى . pic.twitter.com/ZUATk93WMS";;;;"936910508761890816";https://twitter.com/Orrdtty/status/936910508761890816;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-01 23:34;0;0;"بعض الأشخآص لهم مكآنه في القلب لأنهم لامسوآ أرواحُنآ بلطف تعآملهم وتركوآ فينآ أثرٌ جميل لآ يمحى . pic.twitter.com/3tyoZleGxc";;;;"936815755345014784";https://twitter.com/Orrdtty/status/936815755345014784;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-01 23:03;0;2;"لا تمنع قَلبكك م̝ن آلححب .. و لككَن آمنع آلحُب آن يهين #کرآمتکك .."";;;#;"936808065822728192";https://twitter.com/Orrdtty/status/936808065822728192;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-01 23:01;0;1;": المحترم يفرض عليك إحترامه لو كان ما بينك وبينه علاقات ٠٠٠ يحرجك بأخلاقه ومنطق كلامه ويحتل في قلبك كبار المساحات";;;;"936807469539500033";https://twitter.com/Orrdtty/status/936807469539500033;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-01 21:00;0;1;"_ "لو علم المتصدق أن صدقته تقع في يد{ الله }قبل يد الفقير لكانت لذة المعطي! أكبر من لذة الآخذ" ¶ pic.twitter.com/VSlBrai875";;;;"936776979579265024";https://twitter.com/Orrdtty/status/936776979579265024;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-01 21:00;1;2;"_ إذا أردت أن لا تندم على شيء ... فـأفعل كل شيء لوجه الله! [علي الطنطاوي ]¶ pic.twitter.com/d1awlIn9EC";;;;"936776979386208257";https://twitter.com/Orrdtty/status/936776979386208257;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-01 20:54;0;0;"امي و ابويا ..";;;;"936775440819109888";https://twitter.com/Orrdtty/status/936775440819109888;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-01 20:53;0;3;"حروفك التي تخرج من أناملك في دردشاتنا تأتيني على شكل لوحات فنية ..";;;;"936775285373935616";https://twitter.com/Orrdtty/status/936775285373935616;;في نفسي .. بين حروفي و قلمي ..,None,
Orrdtty;2017-12-01 20:51;1;1;"الْهُدُوءُ الذَي يُلَازِمُنَا فِي بَعضْ الأحَيانْ ؛ هُوَ رحلةُ قَصِيرَةُ نَبْحَثُ فِيهَا عَنْ بَعْضُ الحُلُولْ لِمُواجعنَا ؛ أَوْ رُبمَا لصَدمَاتنَا مَنْ وَاقِعِ نَعيشُه.";;;;"936774704802566144";https://twitter.com/Orrdtty/status/936774704802566144;;في نفسي .. بين حروفي و قلمي ..,None,
